accuracy -,precision Beach,precision Sunset,precision FallFoliage,precision Field,precision Mountain,precision Urban,recall Beach,recall Sunset,recall FallFoliage,recall Field,recall Mountain,recall Urban,Hamming-Loss -,LRAP -
0.6808095238095239,0.8018455615942032,0.8881257631257633,0.8410886319845858,0.8150718778077268,0.7961849957374254,0.7990936555891243,0.6515313390313391,0.7901570048309179,0.6798717948717949,0.7427953890489913,0.5898224043715847,0.6094708209693374,0.1354978354978355,0.7950995670995665
0.6962878787878788,0.8222109304426377,0.9029605263157896,0.8696141098484848,0.8257526178010471,0.796875,0.7951388888888893,0.6813271604938271,0.782457729468599,0.7321794871794871,0.7379923150816522,0.6011904761904763,0.6233926805143423,0.12917748917748917,0.8098701298701296
0.7356060606060605,0.832931404072883,0.950207468879668,0.860202492211838,0.8477414330218068,0.8104395604395604,0.7797192353643966,0.7177113010446343,0.8519021739130435,0.8142307692307692,0.7827809798270894,0.5741608118657299,0.6186943620178041,0.09393939393939393,0.8580692640692631
0.6059956709956709,0.8885083713850837,0.9865412979351031,0.9500325520833333,0.8739977090492553,0.8973214285714286,0.8973509933774835,0.5468898385565052,0.8097826086956522,0.7552564102564102,0.7175792507204611,0.41725214676034345,0.40764094955489616,0.08623376623376623,0.8857316017316009
