class_weight,kernel,C,gamma,accuracy -,precision Beach,precision Sunset,precision FallFoliage,precision Field,precision Mountain,precision Urban,recall Beach,recall Sunset,recall FallFoliage,recall Field,recall Mountain,recall Urban,Hamming-Loss -,coef0,degree
balanced,rbf,1.0,0.003401360544217687,0.8388961038961039,0.8687704248366012,0.9545177045177047,0.9190860215053764,0.8937098255280074,0.8625822860562533,0.8609083536090832,0.8232431149097816,0.9047403381642513,0.8369230769230769,0.8549471661863594,0.7883489461358314,0.7754698318496539,0.08701298701298701,,
balanced,rbf,10.0,0.003401360544217687,0.778030303030303,0.865,0.95899209486166,0.9284262485481997,0.8866822429906542,0.8303652968036531,0.861391694725028,0.7579534662867995,0.8772644927536232,0.805,0.8070365033621517,0.6695940671350507,0.715751730959446,0.07783549783549784,,
balanced,rbf,100.0,0.003401360544217687,0.7756277056277056,0.8701519916142559,0.9599802371541502,0.9323461091753774,0.8828933747412009,0.8283242258652095,0.8586206896551725,0.75997150997151,0.8759057971014492,0.806923076923077,0.8053554274735832,0.6723263075722091,0.6967111770524234,0.07748917748917748,,
balanced,poly,0.1,0.003401360544217687,0.8457359307359307,0.8589498299319728,0.9753623188405797,0.906576448243115,0.8955992509363295,0.8511904761904759,0.8518849206349205,0.8205128205128205,0.844957729468599,0.9014102564102564,0.861671469740634,0.777615144418423,0.8125618199802177,0.08354978354978355,1.0,5.0
balanced,poly,1.0,0.003401360544217687,0.8363419913419913,0.856750219876869,0.9723360655737705,0.9152003910068426,0.8915270018621975,0.8424731182795697,0.8464912280701753,0.8157644824311492,0.8786231884057971,0.8765384615384615,0.8439000960614794,0.7555620608899297,0.8010633036597428,0.08268398268398268,1.0,3.0
balanced,poly,0.01,0.05832118435198043,0.8340909090909091,0.8666219839142091,0.9646002710027101,0.9138972809667674,0.8997175141242939,0.8433565275016565,0.8439300411522634,0.8144586894586895,0.8682065217391305,0.8732051282051281,0.8485830931796351,0.7687353629976581,0.788452027695351,0.08406926406926407,1.0,2.0
